Project Name,GitHub Repo_x,ML_Specific_Code_Smell_Chain_Indexing,ML_Specific_Code_Smell_columns_and_datatype_not_explicitly_set,ML_Specific_Code_Smell_dataframe_conversion_api_misused,ML_Specific_Code_Smell_gradients_not_cleared_before_backward_propagation,ML_Specific_Code_Smell_in_place_apis_misused,ML_Specific_Code_Smell_merge_api_parameter_not_explicitly_set,ML_Specific_Code_Smell_pytorch_call_method_misused,ML_Specific_Code_Smell_tensor_array_not_used,ML_Specific_Code_Smell_unnecessary_iteration,ML_Specific_Code_Smell_matrix_multiplication_api_misused,ML_Specific_Code_Smell_memory_not_freed,ML_Specific_Code_Smell_nan_equivalence_comparison_misused,smell_long statement,smell_long parameter list,smell_long method,smell_long identifier,smell_empty catch block,smell_complex method,smell_complex conditional,smell_missing default,smell_long lambda function,smell_long message chain,smell_magic number,Engineered.ML.Project,Python_Percentage,refactorizable_Assign.Multi.Targets,refactorizable_Call.Star,refactorizable_List.Comprehension,refactorizable_Dict.Comprehension,refactorizable_Set.Comprehension,refactorizable_Truth.Value.Test,refactorizable_Chain.Compare,refactorizable_For.Multi.Targets,refactorizable_For.Else,PY_Assign.Multi.Targets,PY_Call.Star,PY_List.Comprehension,PY_Dict.Comprehension,PY_Set.Comprehension,PY_Truth.Value.Test,PY_Chain.Compare,PY_For.Multi.Targets,PY_For.Else,duplicated_files,violations,critical_violations,info_violations,uncovered_lines,complexity,minor_violations,duplicated_lines,sqale_index,bugs,ncloc,reliability_remediation_effort,reliability_rating,sqale_debt_ratio,comment_lines_density,security_hotspots,cognitive_complexity,duplicated_blocks,blocker_violations,major_violations,security_rating,files,security_hotspots_to_review_status,vulnerabilities,file_complexity,HIGH_reliability_issues,MEDIUM_reliability_issues,LOW_reliability_issues,HIGH_maintainability_issues,MEDIUM_maintainability_issues,LOW_maintainability_issues,HIGH_security_issues,MEDIUM_security_issues,LOW_security_issues,tot_pythonic,tot_non_pythonic,pythonic_percentage,Stars,Commits,loc,Architecture,Community,Continuous Integration,Documentation,History,Issues,License,Unit Testing,density_tot_non_pythonic,density_tot_pythonic
mnicnc404/cartoongan-tensorflow,https://github.com/mnicnc404/cartoongan-tensorflow.git,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,4,8,1,1,8,0,0,0,0,55,0.0,100.0,69.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,3.0,12.0,0.0,0.0,57.0,0.0,5.0,0.0,1.0,39.0,3.0,1.0,1313.0,220.0,2.0,20.0,198.0,10.0,1738.0,50.0,3.0,0.4,4.7,1.0,244.0,2.0,0.0,33.0,1.0,13.0,1.0,0.0,16.9,3.0,14.0,0.0,4.0,20.0,3.0,0.0,0.0,4.0,77.0,85.0,0.475308641975309,353,339,1652,The source code of the project exists as ad-hoc scripts.,https://github.com/mnicnc404/CartoonGan-tensorflow/graphs/contributors shows there are 2 contributors only,CI is not used on the project,"There is a well-maintained README, and the majority of the functions in https://github.com/mlperf/training/blob/master/image_classification/tensorflow/official/resnet/imagenet_preprocessing.py and https://github.com/mlperf/training/blob/master/recommendation/pytorch/alias_generator.py and https://github.com/mlperf/training/blob/master/image_classification/tensorflow/official/resnet/resnet_model.py have appropriate docstrings",https://github.com/mnicnc404/CartoonGan-tensorflow/graphs/commit-activity shows that there are only 2 commits in the past.,"No longer maintained, there were issued closed like https://github.com/mnicnc404/CartoonGan-tensorflow/issues/36",https://github.com/mnicnc404/CartoonGan-tensorflow/blob/master/LICENSE,there is no evidence of any testing done on the project.,1105.669291338584,1001.6062992125997
mravanelli/pytorch-kaldi,https://github.com/pytorch/audio.git,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,260,23,43,6,2,43,1,0,0,0,171,1.0,80.6133526081325,2350.0,22.0,13.0,3.0,0.0,133.0,52.0,3.0,1.0,5.0,166.0,398.0,26.0,1.0,818.0,33.0,193.0,2.0,97.0,579.0,83.0,12.0,33350.0,6703.0,205.0,7752.0,3191.0,45.0,57267.0,271.0,5.0,0.2,26.8,81.0,4562.0,305.0,11.0,268.0,1.0,530.0,81.0,0.0,12.6,13.0,68.0,3.0,81.0,245.0,208.0,0.0,0.0,39.0,1642.0,2577.0,0.389191751599905,1641,157,7147,The source code of the project exists as ad-hoc scripts.,https://github.com/mravanelli/pytorch-kaldi/graphs/contributors shows there are multiple contributors,CI is not used on the project,There is a well-maintained README but most of the functions in the source code are not documented.,https://github.com/mravanelli/pytorch-kaldi/graphs/commit-activity shows that there have been few activities in the past months.,"The project maintainers respond to issues, not so actively, as evidenced by https://github.com/mravanelli/pytorch-kaldi/issues/233",No license,there is no evidence of any testing done on the project.,33547.93989071042,21375.908925318785
natethegreate/hent-ai,https://github.com/natethegreate/hent-ai.git,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,211,29,25,0,0,24,3,0,3,0,238,0.0,95.5958107552474,223.0,2.0,5.0,0.0,0.0,31.0,3.0,1.0,0.0,6.0,18.0,25.0,3.0,0.0,103.0,1.0,23.0,0.0,3.0,196.0,25.0,25.0,3316.0,627.0,49.0,93.0,1047.0,2.0,4026.0,10.0,3.0,0.9,35.7,19.0,842.0,6.0,0.0,97.0,1.0,16.0,19.0,0.0,39.2,30.0,16.0,0.0,51.0,69.0,74.0,0.0,0.0,14.0,179.0,265.0,0.403153153153153,596,477,4687,The source code of the project exists as ad-hoc scripts.,https://github.com/natethegreate/hent-AI/graphs/contributors shows there are multiple contributors,CI is not used on the project,There is a well-maintained README and most of the functions in https://github.com/natethegreate/hent-AI/blob/master/mrcnn/config.py and https://github.com/natethegreate/hent-AI/blob/master/mrcnn/parallel_model.py and https://github.com/natethegreate/hent-AI/blob/master/mrcnn/model.py have appropriate docstrings,https://github.com/natethegreate/hent-AI/graphs/commit-activity there have been some activties in the past few months consistently,"The project maintainers respond to issues, not so actively, as evidenced by https://github.com/natethegreate/hent-AI/issues/9 and https://github.com/natethegreate/hent-AI/issues/8",https://github.com/natethegreate/hent-AI/blob/master/LICENSE,there is no evidence of any testing done on the project.,2330.3095684803016,1574.0581613508452
open-debin/emotion-fan,https://github.com/open-debin/emotion-fan.git,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,7,14,0,0,6,0,0,0,0,23,0.0,100.0,103.0,0.0,8.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,21.0,0.0,25.0,0.0,8.0,54.0,6.0,0.0,1240.0,237.0,31.0,779.0,275.0,1.0,1393.0,10.0,5.0,0.7,10.2,10.0,277.0,26.0,1.0,16.0,1.0,12.0,10.0,0.0,19.8,1.0,0.0,0.0,6.0,16.0,31.0,0.0,0.0,0.0,51.0,130.0,0.281767955801105,111,141,1363,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,There are no contributors to the project other than the author.,CI is not used on the project.,Most of the functions in the source code are not documented.,No evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/Open-Debin/Emotion-FAN/issues/14 and https://github.com/Open-Debin/Emotion-FAN/issues/10 but not often",https://github.com/Open-Debin/Emotion-FAN/blob/master/LICENSE is provided.,There is no evidence of any testing done on the project.,1808.061224489796,709.3163265306123
open-mmlab/mmskeleton,https://github.com/open-mmlab/mmskeleton.git,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,105,35,24,4,4,32,1,0,0,0,622,0.0,52.6124736623031,358.0,16.0,14.0,0.0,0.0,34.0,5.0,1.0,0.0,1.0,22.0,92.0,9.0,0.0,171.0,2.0,63.0,0.0,23.0,218.0,27.0,0.0,4965.0,1082.0,118.0,2639.0,1197.0,3.0,6834.0,13.0,3.0,0.6,11.4,17.0,1303.0,50.0,0.0,73.0,1.0,95.0,17.0,0.0,11.4,3.0,26.0,0.0,30.0,67.0,118.0,0.0,0.0,23.0,360.0,428.0,0.456852791878173,1812,658,6676,The source code of this project has been organised into different modules in a way that shows the relationship between different files,https://github.com/open-mmlab/mmskeleton/graphs/contributors shows that there are multiple contributors but mainly 1,CI is not used on the project,There is a well-maintained README and some of the functions in https://github.com/open-mmlab/mmskeleton/blob/master/mmskeleton/models/backbones/st_gcn_aaai18.py and https://github.com/open-mmlab/mmskeleton/blob/master/mmskeleton/ops/nms/nms.py have appropriate docstrings,https://github.com/open-mmlab/mmskeleton/graphs/commit-activity shows there are few activities in the past few months,"The project maintainers respond to issues, not so actively, as evidenced by https://github.com/open-mmlab/mmskeleton/issues/334 and https://github.com/open-mmlab/mmskeleton/issues/332",https://github.com/open-mmlab/mmskeleton/blob/master/LICENSE,there is no evidence of any testing done on the project.,3455.0519951632427,2906.1185006045966
oucmachinelearning/oucml,https://github.com/oucmachinelearning/oucml.git,0,0,0,4,0,0,0,0,0.0,0.0,0.0,0.0,244,28,34,2,3,16,0,0,2,0,563,0.0,96.3589622198164,545.0,3.0,6.0,0.0,0.0,67.0,3.0,1.0,0.0,3.0,44.0,42.0,1.0,0.0,231.0,2.0,74.0,0.0,43.0,523.0,61.0,0.0,9553.0,1484.0,227.0,3420.0,2340.0,11.0,10908.0,151.0,5.0,0.7,10.7,21.0,1444.0,167.0,8.0,227.0,1.0,115.0,21.0,0.0,13.0,66.0,79.0,0.0,61.0,225.0,226.0,0.0,0.0,76.0,397.0,625.0,0.388454011741683,2878,322,11672,Organized into projects where each project source code exists as ad-hoc scripts.,https://github.com/OUCMachineLearning/OUCML/graphs/contributors shows that there are multiple contributors,CI is not used on the project.,There is a well-maintained documentation,No evidence of sustained commit activity in recent months,The maintainers of the project does not reply to issues or close them.,There are multiple license files as there are multiple projects for this,There are files related to testing but not much,8178.251121076242,5194.825112107629
packtpublishing/advanced-deep-learning-with-keras,https://github.com/packtpublishing/advanced-deep-learning-with-keras.git,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,227,16,41,0,0,20,0,0,0,0,589,0.0,100.0,423.0,2.0,2.0,1.0,0.0,49.0,7.0,1.0,0.0,10.0,0.0,15.0,0.0,0.0,172.0,0.0,18.0,0.0,25.0,178.0,12.0,0.0,6111.0,793.0,32.0,1787.0,907.0,3.0,7993.0,25.0,5.0,0.4,32.4,11.0,978.0,64.0,2.0,132.0,1.0,72.0,11.0,0.0,11.0,2.0,93.0,0.0,12.0,131.0,32.0,0.0,0.0,92.0,215.0,485.0,0.307142857142857,681,424,7986,Organized into projects where each project source code exists as ad-hoc scripts.,https://github.com/PacktPublishing/Advanced-Deep-Learning-with-Keras/graphs/contributors shows that there are multiple contributors but mainly 1,CI is not used on the project.,Most of the functions in the source code are not documented.,Little evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/PacktPublishing/Advanced-Deep-Learning-with-Keras/issues/8 and https://github.com/PacktPublishing/Advanced-Deep-Learning-with-Keras/issues/2",https://github.com/PacktPublishing/Advanced-Deep-Learning-with-Keras/blob/master/LICENSE is provided.,There are test files for some of the projects,4337.301231802915,1922.721164613664
packtpublishing/deep-reinforcement-learning-hands-on,https://github.com/packtpublishing/deep-reinforcement-learning-hands-on.git,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,163,20,12,0,1,14,0,0,0,0,151,0.0,54.1675888916375,652.0,2.0,3.0,2.0,0.0,57.0,4.0,1.0,0.0,0.0,44.0,87.0,7.0,0.0,268.0,1.0,116.0,0.0,59.0,163.0,11.0,3.0,9957.0,1757.0,58.0,3463.0,944.0,2.0,10995.0,10.0,3.0,0.3,5.6,15.0,2460.0,168.0,0.0,91.0,1.0,144.0,15.0,0.0,12.2,1.0,50.0,0.0,11.0,89.0,61.0,0.0,0.0,48.0,523.0,721.0,0.420418006430868,1485,1183,11128,Organized into projects where each project source code exists as ad-hoc scripts.,https://github.com/PacktPublishing/Deep-Reinforcement-Learning-Hands-On/graphs/contributors shows that there are multiple contributors but mainly 1,CI is not used on the project.,Most of the functions in the source code are not documented.,No evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/PacktPublishing/Deep-Reinforcement-Learning-Hands-On/issues/79 and https://github.com/PacktPublishing/Deep-Reinforcement-Learning-Hands-On/issues/62",https://github.com/PacktPublishing/Deep-Reinforcement-Learning-Hands-On/blob/master/LICENSE is provided.,There are test files for some of the projects,22225.174515235474,16121.728531855968
philipperemy/deep-speaker,https://github.com/philipperemy/deep-speaker.git,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,21,2,1,8,0,2,0,0,0,0,82,0.0,96.7836931192543,72.0,0.0,2.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,37.0,0.0,0.0,18.0,1.0,8.0,0.0,0.0,53.0,2.0,2.0,1115.0,198.0,3.0,0.0,251.0,1.0,1267.0,5.0,4.0,0.7,19.0,1.0,117.0,0.0,0.0,46.0,1.0,19.0,1.0,0.0,10.4,7.0,20.0,0.0,5.0,41.0,5.0,0.0,0.0,20.0,68.0,81.0,0.456375838926175,443,302,1158,The source code of the project exists as ad-hoc scripts.,https://github.com/philipperemy/deep-speaker/graphs/contributors shows that there are multiple contributors but mainly 1,CI is not used on the project,There is a well-maintained README but most of the functions in the source code are not documented.,https://github.com/philipperemy/deep-speaker/graphs/commit-activity shows that there are have been few activities in the past,"The project maintainers respond to issues, not so actively, as evidenced by https://github.com/philipperemy/deep-speaker/issues/59 and https://github.com/philipperemy/deep-speaker/issues/58",no license,There are files related to testing,808.6034482758621,678.8275862068965
podgorskiy/alae,https://github.com/podgorskiy/alae.git,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,124,22,36,2,1,17,0,0,0,0,434,0.0,100.0,311.0,9.0,1.0,4.0,0.0,23.0,0.0,0.0,0.0,0.0,14.0,49.0,4.0,0.0,112.0,2.0,37.0,0.0,28.0,189.0,56.0,0.0,4537.0,774.0,76.0,2459.0,1055.0,4.0,5580.0,15.0,3.0,0.6,9.5,20.0,827.0,229.0,0.0,57.0,1.0,45.0,20.0,0.0,17.2,0.0,10.0,0.0,56.0,53.0,76.0,0.0,0.0,6.0,218.0,348.0,0.385159010600707,2148,288,5580,The source code of the project consists of some ad-hoc scripts.,Multiple contributors (Mainly one): https://github.com/podgorskiy/ALAE/graphs/contributors,No indications of using CI services,"There is a README, some codes are documented","No commits in the past few months, around 12 commits in the last year","More open than closed, author seldom replies",No license,There is no evidence of any testing done on the project.,3053.207547169812,1912.6415094339625
pytorch/examples,https://github.com/pytorch/examples.git,0,0,0,7,0,0,4,0,0.0,0.0,0.0,0.0,220,23,18,6,0,17,0,0,0,0,76,0.0,82.7880344577044,277.0,2.0,6.0,1.0,0.0,73.0,6.0,1.0,0.0,1.0,22.0,21.0,8.0,0.0,217.0,1.0,49.0,0.0,11.0,93.0,10.0,1.0,5733.0,1085.0,27.0,486.0,487.0,0.0,7618.0,0.0,1.0,0.2,18.1,16.0,1019.0,20.0,0.0,55.0,1.0,91.0,16.0,0.0,11.9,1.0,1.0,0.0,11.0,54.0,28.0,0.0,0.0,1.0,319.0,366.0,0.465693430656934,13265,459,3609,Its a collection of projects/examples,Multiple contributors: https://github.com/pytorch/examples/graphs/contributors,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well maintained README, codes are well documented",Consistent commits in the last month,"More closed than open, author does not respond frequently",https://github.com/pytorch/examples/blob/master/LICENSE,There is no evidence of any testing done on the project.,3669.150000000001,3197.9750000000004
qiskit-community/qiskit-textbook,https://github.com/qiskit/qiskit-aqua.git,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,26,2,8,0,0,13,2,0,0,0,163,1.0,99.1414586903877,2535.0,71.0,53.0,13.0,1.0,185.0,70.0,43.0,2.0,8.0,47.0,568.0,113.0,14.0,1704.0,14.0,465.0,1.0,82.0,845.0,208.0,89.0,41135.0,9564.0,144.0,4923.0,6810.0,142.0,53768.0,472.0,3.0,0.4,36.9,5.0,11133.0,372.0,26.0,378.0,1.0,605.0,5.0,0.0,15.8,25.0,143.0,4.0,259.0,218.0,226.0,0.0,0.0,5.0,2934.0,2973.0,0.496698831894363,179,883,8085,The source code of this project has been organised into different modules in a way that shows the relationship between different files,Multiple contributors: https://github.com/qiskit-community/qiskit-textbook/graphs/contributors,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well maintained README, codes are well documented",Consistent commits in the last month,"More closed than open, author does not respond frequently",https://github.com/qiskit-community/qiskit-textbook/blob/master/LICENSE.txt,There is no evidence of any testing done on the project.,112321.05140186952,110847.61682243024
rexying/gnn-model-explainer,https://github.com/rexying/gnn-model-explainer.git,0,4,3,0,0,0,0,0,0.0,0.0,0.0,0.0,126,17,31,2,0,22,0,0,0,0,137,0.0,69.7015077105946,169.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,1.0,2.0,44.0,12.0,0.0,106.0,0.0,11.0,0.0,1.0,183.0,28.0,5.0,2491.0,478.0,75.0,74.0,995.0,6.0,3867.0,58.0,4.0,0.9,14.8,1.0,676.0,4.0,0.0,75.0,1.0,18.0,1.0,0.0,26.6,4.0,21.0,0.0,24.0,73.0,80.0,0.0,0.0,16.0,176.0,183.0,0.49025069637883,255,172,3968,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/RexYing/gnn-model-explainer/graphs/contributors shows that there are multiple contributors,CI is not used on the project.,There is a well-maintained documentation,No evidence of sustained commit activity,Do reply to issues but very little of the time,https://github.com/RexYing/gnn-model-explainer/blob/master/LICENSE is provided.,There is no evidence of any testing done on the project.,2167.594029850748,2084.6805970149267
shangtongzhang/deeprl,https://github.com/shangtongzhang/deeprl.git,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2,6,0,0,6,0,0,0,0,28,0.0,97.5352965479905,136.0,0.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,8.0,23.0,0.0,0.0,67.0,0.0,19.0,0.0,5.0,100.0,56.0,0.0,2665.0,519.0,8.0,164.0,598.0,0.0,3019.0,0.0,1.0,0.7,4.9,1.0,385.0,6.0,8.0,28.0,1.0,33.0,1.0,0.0,15.7,0.0,6.0,0.0,64.0,28.0,8.0,0.0,0.0,6.0,117.0,144.0,0.448275862068966,2014,404,3019,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/ShangtongZhang/DeepRL/graphs/contributors that there are multiple contributors but mainly 1,CI is not used on the project.,Most of the functions in the source code are not documented.,No evidence of sustained commit activity,"The project maintainers (mainly author) respond to issues, as evidenced by https://github.com/ShangtongZhang/DeepRL/issues/82 and https://github.com/ShangtongZhang/DeepRL/issues/81",https://github.com/ShangtongZhang/DeepRL/blob/master/LICENSE is provided.,There is no evidence of any testing done on the project.,6210.514285714307,5046.042857142875
spurslipu/yolov3-modelcompression-multidatasettraining-multibackbone,https://github.com/spurslipu/yolov3-modelcompression-multidatasettraining-multibackbone.git,0,0,0,4,0,0,0,0,0.0,0.0,0.0,0.0,218,32,49,6,4,48,0,0,1,0,855,0.0,99.2911843116263,627.0,53.0,7.0,0.0,0.0,130.0,1.0,0.0,0.0,2.0,7.0,106.0,17.0,0.0,545.0,7.0,77.0,0.0,23.0,671.0,163.0,0.0,9071.0,2022.0,217.0,6263.0,5986.0,6.0,10818.0,51.0,5.0,1.8,19.9,20.0,4449.0,338.0,4.0,287.0,1.0,36.0,20.0,0.0,56.2,4.0,10.0,0.0,165.0,283.0,217.0,0.0,0.0,7.0,761.0,818.0,0.481950601646612,136,170,6443,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,There are no contributors to the project other than the author.,CI is not used on the project.,There is a well-maintained documentation,Little evidence of sustained commit activity,"The project maintainers (mainly author) respond to issues, as evidenced by https://github.com/SpursLipu/YOLOv3v4-ModelCompression-MultidatasetTraining-Multibackbone/issues/21 and https://github.com/SpursLipu/YOLOv3v4-ModelCompression-MultidatasetTraining-Multibackbone/issues/29","There is no license to be found, either in the form of a license file or written inside the source code file.",Only 1 test file,4344.908491343776,4042.1459192085736
tamu-vita/deblurganv2,https://github.com/tamu-vita/deblurganv2.git,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,77,10,2,0,0,3,0,0,0,0,117,0.0,99.9498336589745,97.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,16.0,9.0,0.0,0.0,33.0,1.0,7.0,0.0,4.0,113.0,5.0,2.0,1780.0,357.0,68.0,358.0,375.0,0.0,2273.0,0.0,1.0,0.5,12.0,8.0,230.0,13.0,0.0,38.0,1.0,27.0,8.0,0.0,13.2,0.0,2.0,0.0,5.0,42.0,66.0,0.0,0.0,2.0,67.0,102.0,0.396449704142012,396,112,2238,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/TAMU-VITA/DeblurGANv2/graphs/contributors shows that there are multiple contributors,CI is not used on the project.,Most of the functions in the source code are not documented.,No evidence of sustained commit activity,Did not reply to this year's issues and questions,https://github.com/TAMU-VITA/DeblurGANv2/blob/master/LICENSE is provided.,There are files related to testing but not much,1092.2296650717703,717.444976076555
thunlp/opennre,https://github.com/thunlp/opennre.git,0,0,0,6,0,0,3,0,0.0,0.0,0.0,0.0,172,17,19,0,6,23,3,0,0,0,110,0.0,98.2778695244092,160.0,0.0,6.0,1.0,0.0,25.0,12.0,0.0,0.0,0.0,13.0,7.0,3.0,0.0,118.0,0.0,14.0,0.0,16.0,120.0,51.0,0.0,2473.0,549.0,26.0,1372.0,1052.0,17.0,3165.0,34.0,5.0,1.1,21.0,1.0,777.0,55.0,14.0,29.0,1.0,42.0,1.0,0.0,13.1,15.0,2.0,1.0,50.0,28.0,25.0,0.0,0.0,1.0,155.0,204.0,0.431754874651811,2534,120,2181,Organised but not in modules,"1 has significantly more commits than others, but 5 contributers",X CI is not used on the project.,X not much,Commit activity not negligible,all closed,License provided,X 1 test https://github.com/thunlp/OpenNRE/tree/master/tests,1271.211428571429,965.8714285714289
tianxiaomo/pytorch-yolov4,https://github.com/tianxiaomo/pytorch-yolov4.git,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,127,14,27,6,1,23,1,0,0,2,466,0.0,74.184842883549,358.0,3.0,4.0,1.0,0.0,29.0,9.0,2.0,0.0,0.0,3.0,43.0,9.0,0.0,162.0,12.0,25.0,0.0,5.0,228.0,43.0,0.0,4226.0,717.0,76.0,274.0,1257.0,7.0,4721.0,75.0,5.0,0.9,13.8,14.0,975.0,10.0,4.0,105.0,1.0,30.0,14.0,0.0,23.9,8.0,4.0,0.0,47.0,100.0,74.0,0.0,0.0,1.0,254.0,406.0,0.384848484848485,857,129,4647,The source code of the project exists as ad-hoc scripts.,https://github.com/Tianxiaomo/pytorch-YOLOv4/graphs/contributors shows that there are multiple contributors,CI is not used on the project.,There is a well-maintained documentation,Evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/Tianxiaomo/pytorch-YOLOv4/issues/140 and https://github.com/Tianxiaomo/pytorch-YOLOv4/issues/134",https://github.com/Tianxiaomo/pytorch-YOLOv4/blob/master/License.txt is provided.,There is no evidence of any testing done on the project.,2828.608695652175,1769.622188905548
tirthajyoti/machine-learning-with-python,https://github.com/tarrysingh/artificial-intelligence-deep-learning-machine-learning-tutorials.git,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,1,1,2,0,4,0,0,0,0,40,0.0,95.8648603355887,8043.0,98.0,102.0,22.0,0.0,505.0,129.0,9.0,4.0,119.0,339.0,1627.0,92.0,0.0,3780.0,123.0,875.0,3.0,308.0,8468.0,991.0,127.0,138645.0,28919.0,4641.0,27848.0,43730.0,197.0,193262.0,1960.0,5.0,0.8,27.1,313.0,27638.0,1466.0,120.0,2589.0,1.0,1540.0,313.0,0.0,18.8,537.0,494.0,10.0,1029.0,2502.0,4740.0,0.0,0.0,432.0,6958.0,8912.0,0.438437303087587,1309,446,10108,The source code of this project has been organised into different modules in a way that shows the relationship between different files. https://github.com/tensorflow/privacy/tree/master/tensorflow_privacy/privacy,"There is 1 contributor other than the author, but 1 commit with 1++ 1-- only",X CI is not used on the project.,Documentation provided,Commits are quite spread out,1 open < 4 closed,License provided,X Doesn't seem to have unit test,883161.7254902024,689524.1568627501
tobybreckon/fire-detection-cnn,https://github.com/tobybreckon/fire-detection-cnn.git,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,2,2,0,0,0,0,0,0,0,3,0.0,86.6737176097303,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22.0,0.0,1.0,0.0,4.0,22.0,17.0,0.0,668.0,59.0,1.0,205.0,121.0,1.0,695.0,5.0,3.0,0.6,27.4,0.0,105.0,4.0,0.0,4.0,1.0,8.0,0.0,0.0,7.4,2.0,1.0,0.0,19.0,1.0,1.0,0.0,0.0,0.0,24.0,45.0,0.347826086956522,238,258,695,X The source code of the project exists as ad-hoc scripts.,"1-2 has significantly more commits than others, but 4 contributers",X CI is not used on the project.,X Most of the functions in the source code are not documented.,Commits are quite spread out,3 open < 40 closed,License provided,X Doesn't seem to have unit test,601.4423076923084,320.7692307692312
trekhleb/machine-learning-experiments,https://github.com/tarrysingh/artificial-intelligence-deep-learning-machine-learning-tutorials.git,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,0,0,0,0,0,0,0,0,0,0,0.0,95.8648603355887,8043.0,98.0,102.0,22.0,0.0,505.0,129.0,9.0,4.0,119.0,339.0,1627.0,92.0,0.0,3780.0,123.0,875.0,3.0,308.0,8468.0,991.0,127.0,138645.0,28919.0,4641.0,27848.0,43730.0,197.0,193262.0,1960.0,5.0,0.8,27.1,313.0,27638.0,1466.0,120.0,2589.0,1.0,1540.0,313.0,0.0,18.8,537.0,494.0,10.0,1029.0,2502.0,4740.0,0.0,0.0,432.0,6958.0,8912.0,0.438437303087587,311,829,3292,The source code of this project has been organised into different modules in a way that shows the relationship between different files. https://github.com/tensorflow/privacy/tree/master/tensorflow_privacy/privacy,X There are no contributors to the project other than the author.,X CI is not used on the project.,X Most of the functions in the source code are not documented.,Quite alot of commits past month,"2 open, none closed",License provided,X Doesn't seem to have unit test,5867660.800000276,4581147.200000215
tristandeleu/pytorch-maml-rl,https://github.com/tristandeleu/pytorch-maml-rl.git,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,36,6,3,3,0,0,0,0,0,0,144,0.0,100.0,102.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,12.0,25.0,0.0,0.0,25.0,0.0,12.0,2.0,3.0,28.0,11.0,0.0,1321.0,280.0,7.0,134.0,119.0,4.0,1710.0,20.0,3.0,0.2,16.0,0.0,165.0,6.0,0.0,10.0,1.0,37.0,0.0,0.0,7.6,0.0,10.0,0.0,11.0,6.0,7.0,0.0,0.0,6.0,76.0,108.0,0.41304347826087,518,223,1710,Organised but not in modules,"1 has significantly more commits than others, but 3 contributers",X CI is not used on the project.,X not much,Quite alot of commits past month,6 open < 27 closed,License provided,X Doesn't seem to have unit test,961.8750000000006,676.8750000000005
ultralytics/xview-yolov3,https://github.com/ultralytics/xview-yolov3.git,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,4,15,7,0,9,0,0,0,0,536,0.0,88.6020721964774,136.0,4.0,3.0,2.0,0.0,17.0,3.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,38.0,0.0,18.0,0.0,0.0,100.0,18.0,0.0,1296.0,268.0,41.0,0.0,558.0,1.0,1940.0,10.0,4.0,1.0,26.8,13.0,398.0,0.0,0.0,41.0,1.0,11.0,13.0,0.0,24.4,3.0,4.0,0.0,19.0,39.0,41.0,0.0,0.0,4.0,84.0,165.0,0.337349397590361,111,883,1425,Organised but not in modules,X There are no contributors to the project other than the author.,X CI is not used on the project.,X not much,Commits are quite spread out,1 open << 21 closed,License provided,X Doesn't seem to have unit test,375.5990415335463,191.21405750798723
