Project Name,GitHub Repo_x,ML_Specific_Code_Smell_Chain_Indexing,ML_Specific_Code_Smell_columns_and_datatype_not_explicitly_set,ML_Specific_Code_Smell_dataframe_conversion_api_misused,ML_Specific_Code_Smell_gradients_not_cleared_before_backward_propagation,ML_Specific_Code_Smell_in_place_apis_misused,ML_Specific_Code_Smell_merge_api_parameter_not_explicitly_set,ML_Specific_Code_Smell_pytorch_call_method_misused,ML_Specific_Code_Smell_tensor_array_not_used,ML_Specific_Code_Smell_unnecessary_iteration,ML_Specific_Code_Smell_matrix_multiplication_api_misused,ML_Specific_Code_Smell_memory_not_freed,ML_Specific_Code_Smell_nan_equivalence_comparison_misused,smell_long statement,smell_long parameter list,smell_long method,smell_long identifier,smell_empty catch block,smell_complex method,smell_complex conditional,smell_missing default,smell_long lambda function,smell_long message chain,smell_magic number,Engineered.ML.Project,Python_Percentage,refactorizable_Assign.Multi.Targets,refactorizable_Call.Star,refactorizable_List.Comprehension,refactorizable_Dict.Comprehension,refactorizable_Set.Comprehension,refactorizable_Truth.Value.Test,refactorizable_Chain.Compare,refactorizable_For.Multi.Targets,refactorizable_For.Else,PY_Assign.Multi.Targets,PY_Call.Star,PY_List.Comprehension,PY_Dict.Comprehension,PY_Set.Comprehension,PY_Truth.Value.Test,PY_Chain.Compare,PY_For.Multi.Targets,PY_For.Else,duplicated_files,violations,critical_violations,info_violations,uncovered_lines,complexity,minor_violations,duplicated_lines,sqale_index,bugs,ncloc,reliability_remediation_effort,reliability_rating,sqale_debt_ratio,comment_lines_density,security_hotspots,cognitive_complexity,duplicated_blocks,blocker_violations,major_violations,security_rating,files,security_hotspots_to_review_status,vulnerabilities,file_complexity,HIGH_reliability_issues,MEDIUM_reliability_issues,LOW_reliability_issues,HIGH_maintainability_issues,MEDIUM_maintainability_issues,LOW_maintainability_issues,HIGH_security_issues,MEDIUM_security_issues,LOW_security_issues,tot_pythonic,tot_non_pythonic,pythonic_percentage,Stars,Commits,loc,Architecture,Community,Continuous Integration,Documentation,History,Issues,License,Unit Testing,density_tot_non_pythonic,density_tot_pythonic
microsoft/hummingbird,https://github.com/microsoft/hummingbird.git,0,3,0,0,1,0,0,0,0.0,0.0,0.0,0.0,581,44,32,507,16,43,6,0,1,3,799,1.0,88.0246595550679,816.0,5.0,6.0,1.0,0.0,32.0,13.0,1.0,0.0,11.0,48.0,149.0,11.0,1.0,331.0,1.0,28.0,0.0,24.0,669.0,68.0,7.0,11862.0,2783.0,205.0,1586.0,3372.0,2.0,15002.0,15.0,3.0,0.7,23.0,13.0,2468.0,167.0,0.0,389.0,1.0,146.0,13.0,0.0,19.1,0.0,345.0,1.0,68.0,388.0,211.0,0.0,0.0,344.0,580.0,874.0,0.398899587345254,1247,130,12510,The source code of this project has been organised into different modules in a way that shows the relationship between different files,https://github.com/microsoft/hummingbird/graphs/contributors shows that there are multiple contributors,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well-maintained README, and the majority of the functions in https://github.com/microsoft/hummingbird/blob/master/hummingbird/ml/convert.py and https://github.com/microsoft/hummingbird/blob/master/hummingbird/ml/operator_converters/skl_decision_tree.py and https://github.com/microsoft/hummingbird/blob/master/hummingbird/ml/ir_converters/topology.py have appropriate docstrings",https://github.com/microsoft/hummingbird/graphs/commit-activity shows that there have been few activities in the past few months with some activities in the last month.,"The project maintainers respond to issues, as evidenced by https://github.com/microsoft/hummingbird/issues/184 and https://github.com/microsoft/hummingbird/issues/181",https://github.com/microsoft/hummingbird/blob/master/LICENSE,There are many files related to testing,5380.777559055118,3570.767716535433
microsoft/tf2-gnn,https://github.com/microsoft/tf2-gnn.git,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,178,8,9,40,2,10,0,0,0,0,57,1.0,100.0,106.0,0.0,3.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,24.0,7.0,0.0,60.0,1.0,19.0,0.0,5.0,34.0,4.0,2.0,2026.0,484.0,16.0,122.0,151.0,0.0,4049.0,0.0,1.0,0.1,20.5,0.0,332.0,6.0,0.0,12.0,1.0,48.0,0.0,0.0,10.1,3.0,3.0,0.0,4.0,20.0,10.0,0.0,0.0,3.0,112.0,118.0,0.48695652173913,188,147,4049,The source code of this project has been organised into different modules in a way that shows the relationship between different files with ad hoc scripts,https://github.com/microsoft/tf2-gnn/graphs/contributors show that there are 3 contributors,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well-maintained README, and the majority of the functions in https://github.com/microsoft/tf2-gnn/blob/master/tf2_gnn/layers/gnn.py and https://github.com/microsoft/tf2-gnn/blob/master/tf2_gnn/models/graph_task_model.py and https://github.com/microsoft/tf2-gnn/blob/master/tf2_gnn/layers/nodes_to_graph_representation.py have appropriate docstrings",https://github.com/microsoft/tf2-gnn/graphs/commit-activity show that there have been significant amount of activities in the past few months consistently,The author of the project does not reply to issues or close them.,https://github.com/microsoft/tf2-gnn/blob/master/LICENSE,There are many files related to testing,1571.651315789475,1491.736842105264
microsoft/windows-machine-learning,https://github.com/PacktPublishing/Deep-Reinforcement-Learning-Hands-On.git,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,9,0,2,0,0,0,0,0,0,0,6,0.0,54.1675888916375,652.0,2.0,3.0,2.0,0.0,57.0,4.0,1.0,0.0,0.0,44.0,87.0,7.0,0.0,268.0,1.0,116.0,0.0,59.0,163.0,11.0,3.0,9957.0,1757.0,58.0,3463.0,944.0,2.0,10995.0,10.0,3.0,0.3,5.6,15.0,2460.0,168.0,0.0,91.0,1.0,144.0,15.0,0.0,12.2,1.0,50.0,0.0,11.0,89.0,61.0,0.0,0.0,48.0,523.0,721.0,0.420418006430868,554,696,251,The source code of this project has been organised into different modules in a way that shows the relationship between different files,https://github.com/microsoft/Windows-Machine-Learning/graphs/contributors shows there are multiple contributors,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well-maintained README but most of the functions in the source code are not documented.,https://github.com/microsoft/Windows-Machine-Learning/graphs/commit-activity shows there have been activities in the past few months,"The project maintainers respond to issues, as evidenced by https://github.com/microsoft/MMdnn/issues/856 and https://github.com/microsoft/MMdnn/issues/853",https://github.com/microsoft/Windows-Machine-Learning/blob/master/LICENSE,There are many files related to testing,10645.352941176478,7721.941176470594
mozilla/deepspeech,https://github.com/SeanNaren/deepspeech.pytorch.git,0,20,0,0,2,0,0,9,0.0,0.0,0.0,0.0,321,14,46,11,11,45,2,0,2,0,193,1.0,99.4604452650856,93.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,14.0,3.0,0.0,50.0,1.0,10.0,0.0,0.0,45.0,2.0,0.0,1652.0,314.0,22.0,0.0,251.0,1.0,2589.0,10.0,5.0,0.3,16.3,28.0,267.0,0.0,1.0,20.0,1.0,40.0,28.0,0.0,7.9,1.0,10.0,0.0,2.0,20.0,22.0,0.0,0.0,10.0,82.0,99.0,0.453038674033149,14213,2907,8581,The source code of this project has been organised into different modules in a way that shows the relationship between different files with ad hoc scripts,https://github.com/mozilla/DeepSpeech/graphs/contributors shows there are multiple contributors,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a README but someof the functions in the https://github.com/mozilla/DeepSpeech/blob/master/training/deepspeech_training/util/augmentations.py have docstrings,https://github.com/mozilla/DeepSpeech/graphs/commit-activity shows that there have been activties in the past few months consistently,"The project maintainers respond to issues, not so actively, as evidenced by https://github.com/mozilla/DeepSpeech/issues?q=is%3Aissue+author%3Atilmankamp and https://github.com/mozilla/DeepSpeech/issues/3143",https://github.com/mozilla/DeepSpeech/blob/master/LICENSE,There are files related to testing,1317.0837209302333,1090.9178294573649
mpariente/asteroid,https://github.com/mpariente/asteroid.git,0,42,0,0,2,0,2,0,0.0,0.0,0.0,0.0,674,65,81,17,5,45,1,0,0,0,929,1.0,87.3187267411062,821.0,1.0,3.0,2.0,0.0,22.0,3.0,0.0,0.0,2.0,59.0,143.0,33.0,0.0,393.0,3.0,78.0,0.0,80.0,357.0,34.0,6.0,12505.0,2303.0,162.0,6019.0,1625.0,21.0,19464.0,205.0,5.0,0.3,26.1,37.0,1962.0,515.0,18.0,137.0,1.0,234.0,37.0,0.0,9.9,19.0,49.0,1.0,35.0,134.0,167.0,0.0,0.0,47.0,711.0,852.0,0.45489443378119,321,501,14811,The source code of this project has been organised into different modules in a way that shows the relationship between different files,https://github.com/mpariente/asteroid/graphs/contributors shows there are multiple contributors but mainly 1,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well-maintained README and most of the functions in https://github.com/mpariente/asteroid/blob/master/asteroid/masknn/consistency.py and https://github.com/mpariente/asteroid/blob/master/asteroid/masknn/convolutional.py and https://github.com/mpariente/asteroid/blob/master/asteroid/engine/optimizers.py have appropriate docstrings,https://github.com/mpariente/asteroid/graphs/commit-activity shows that there have been some activities in the past months.,"The project maintainers respond to issues, not so actively, as evidenced by https://github.com/mpariente/asteroid/issues/161 and https://github.com/mpariente/asteroid/issues/158",https://github.com/mpariente/asteroid/blob/master/LICENSE,There are many files related to testing,6944.948816730876,5795.608695652174
nerox8664/pytorch2keras,https://github.com/nerox8664/pytorch2keras.git,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,76,11,4,0,0,7,0,0,0,0,219,1.0,100.0,143.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,11.0,9.0,0.0,0.0,40.0,0.0,8.0,0.0,31.0,80.0,2.0,0.0,2428.0,522.0,3.0,1046.0,392.0,2.0,2885.0,10.0,3.0,0.5,16.2,11.0,614.0,63.0,0.0,75.0,1.0,47.0,11.0,0.0,11.1,0.0,72.0,0.0,2.0,73.0,3.0,0.0,0.0,70.0,68.0,157.0,0.302222222222222,532,277,2890,The source code of this project has been organised into different modules in a way that shows the relationship between different files,https://github.com/nerox8664/pytorch2keras/graphs/contributors shows there are multiple contributors but mainly 1,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well-maintained README and most of the functions in https://github.com/nerox8664/pytorch2keras/blob/master/pytorch2keras/converter.py have appropriate docstrings,https://github.com/nerox8664/pytorch2keras/graphs/commit-activity shows there are few activities in the past few months,"The project maintainers respond to issues, not so actively, as evidenced by https://github.com/nerox8664/pytorch2keras/issues/111 and https://github.com/nerox8664/pytorch2keras/issues/108",https://github.com/nerox8664/pytorch2keras/blob/master/LICENSE,There are many files related to testing,1431.3249211356467,619.9369085173502
norse/norse,https://github.com/norse/norse.git,0,1,0,3,0,0,0,0,0.0,0.0,0.0,0.0,422,61,24,123,2,9,6,0,0,7,807,1.0,98.1684272482265,647.0,7.0,1.0,0.0,1.0,33.0,25.0,0.0,0.0,4.0,93.0,17.0,2.0,0.0,119.0,0.0,23.0,0.0,24.0,121.0,7.0,1.0,7050.0,1271.0,50.0,1177.0,437.0,20.0,13197.0,46.0,3.0,0.1,25.0,0.0,665.0,62.0,0.0,63.0,1.0,174.0,0.0,0.0,7.3,0.0,35.0,0.0,7.0,48.0,46.0,0.0,0.0,15.0,258.0,714.0,0.265432098765432,103,165,7395,The source code of this project has been organised into different modules in a way that shows the relationship between different files,https://github.com/norse/norse/graphs/contributors shows there are multiple contributors but mainly 2,CI is not used on the project,There is a well-maintained README and most of the functions in https://github.com/norse/norse/blob/master/norse/torch/module/encode.py and https://github.com/norse/norse/blob/master/norse/torch/module/leaky_integrator.py and https://github.com/norse/norse/blob/master/norse/torch/functional/superspike.py have appropriate docstrings,https://github.com/norse/norse/graphs/commit-activity shows there are some activities in the past few months,"The project maintainers respond to issues, not so actively, as evidenced by https://github.com/norse/norse/issues/81 and https://github.com/norse/norse/issues/71",https://github.com/norse/norse/blob/master/LICENSE,there is no evidence of any testing done on the project.,3613.983572895277,1305.8932238193015
numenta/nupic.torch,https://github.com/numenta/nupic.torch.git,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,66,8,8,1,0,4,0,0,0,0,439,1.0,98.1671375909882,136.0,3.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,60.0,8.0,9.0,0.0,10.0,48.0,3.0,0.0,1929.0,358.0,21.0,1191.0,190.0,0.0,2634.0,0.0,1.0,0.2,32.9,18.0,268.0,17.0,0.0,24.0,1.0,28.0,18.0,0.0,12.8,0.0,4.0,0.0,3.0,24.0,21.0,0.0,0.0,4.0,83.0,151.0,0.354700854700855,103,222,2752,The source code of this project has been organised into different modules in a way that shows the relationship between different files,https://github.com/numenta/nupic.torch/graphs/contributors shows there are multiple contributors,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well-maintained README and most of the functions in https://github.com/numenta/nupic.torch/blob/master/nupic/torch/models/sparse_cnn.py and https://github.com/numenta/nupic.torch/blob/master/nupic/torch/modules/prunable_sparse_weights.py and https://github.com/numenta/nupic.torch/blob/master/nupic/torch/modules/k_winners.py have appropriate docstrings,https://github.com/numenta/nupic.torch/graphs/commit-activity shows there are some activities in the past few months,"The project maintainers respond to issues, not so actively, as evidenced by https://github.com/numenta/nupic.torch/issues/59 and https://github.com/numenta/nupic.torch/issues/58",https://github.com/numenta/nupic.torch/blob/master/LICENSE,There are files related to testing,790.0228136882131,434.2509505703423
nussl/nussl,https://github.com/nussl/nussl.git,0,1,0,0,0,0,2,0,0.0,0.0,0.0,0.0,494,41,56,44,2,41,2,0,1,0,770,1.0,80.8543363542752,683.0,7.0,15.0,4.0,0.0,28.0,11.0,1.0,0.0,5.0,31.0,127.0,28.0,0.0,289.0,15.0,120.0,0.0,35.0,370.0,37.0,6.0,11517.0,2150.0,169.0,1289.0,1560.0,23.0,15679.0,121.0,5.0,0.3,37.9,8.0,1894.0,68.0,1.0,157.0,1.0,147.0,8.0,0.0,14.6,1.0,88.0,2.0,37.0,141.0,169.0,0.0,0.0,68.0,615.0,749.0,0.450879765395894,273,827,15433,The source code of this project has been organised into different modules in a way that shows the relationship between different files,https://github.com/nussl/nussl/graphs/contributors shows there are multiple contributors,CI is not used on the project,There is a well-maintained README and most of the functions in https://github.com/nussl/nussl/blob/master/nussl/core/audio_signal.py and https://github.com/nussl/nussl/blob/master/nussl/ml/networks/separation_model.py and https://github.com/nussl/nussl/blob/master/nussl/ml/networks/builders.py have appropriate docstrings,https://github.com/nussl/nussl/graphs/commit-activity shows there are activities in the past few months,"The project maintainers respond to issues, not so actively, as evidenced by https://github.com/nussl/nussl/issues/160 and https://github.com/nussl/nussl/issues/159",https://github.com/nussl/nussl/blob/master/LICENSE.md,There are many files related to testing,7966.448656099242,6541.209510682288
nutonomy/nuscenes-devkit,https://github.com/nutonomy/nuscenes-devkit.git,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,961,79,58,101,0,74,2,0,0,0,1404,1.0,88.1322827206745,748.0,16.0,9.0,10.0,2.0,62.0,8.0,0.0,0.0,0.0,18.0,192.0,40.0,0.0,366.0,11.0,112.0,0.0,10.0,247.0,51.0,0.0,11160.0,2518.0,67.0,384.0,2156.0,10.0,14723.0,52.0,3.0,0.5,30.2,12.0,2626.0,16.0,0.0,129.0,1.0,143.0,12.0,0.0,17.6,11.0,48.0,0.0,60.0,116.0,62.0,0.0,0.0,40.0,739.0,855.0,0.463613550815558,639,149,13689,The source code of this project has been organised into different modules in a way that shows the relationship between different files,https://github.com/nutonomy/nuscenes-devkit/graphs/contributors shows there are multiple contributors but mainly 1,CI is not used on the project,There is a well-maintained README and most of the functions in https://github.com/nutonomy/nuscenes-devkit/blob/master/python-sdk/nuscenes/prediction/models/covernet.py and https://github.com/nutonomy/nuscenes-devkit/blob/master/python-sdk/nuscenes/prediction/models/backbone.py and https://github.com/nutonomy/nuscenes-devkit/blob/master/python-sdk/nuscenes/can_bus/can_bus_api.py have appropriate docstrings,https://github.com/nutonomy/nuscenes-devkit/graphs/commit-activity shows that there have been significant amount of activties in the past few months consistently,0,https://github.com/nutonomy/nuscenes-devkit/blob/master/LICENSE.txt,There are many files related to testing,4368.829787234044,3776.099664053752
nviso-be/ee-outliers,https://github.com/NVISO-BE/ee-outliers.git,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,374,11,20,334,9,25,2,0,0,0,215,1.0,99.0121338399314,271.0,0.0,11.0,2.0,1.0,9.0,5.0,0.0,0.0,0.0,1.0,98.0,4.0,0.0,138.0,1.0,51.0,0.0,2.0,84.0,25.0,1.0,4964.0,1125.0,51.0,78.0,291.0,2.0,6035.0,10.0,3.0,0.2,23.6,40.0,1089.0,4.0,0.0,7.0,1.0,45.0,40.0,0.0,25.0,0.0,4.0,0.0,25.0,5.0,52.0,0.0,0.0,2.0,293.0,299.0,0.494932432432432,156,1526,6035,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/NVISO-BE/ee-outliers/graphs/contributors shows that there are multiple contributors,The project uses Jenkins CI,There is a well-maintained documentation,Evidence of sustained commit activity but not consistent,"The project maintainers respond to issues, as evidenced by https://github.com/NVISO-BE/ee-outliers/issues/539 and https://github.com/NVISO-BE/ee-outliers/issues/518",https://github.com/NVISO-BE/ee-outliers/blob/master/LICENSE is provided.,There are many files related to testing.,1822.69191919192,1786.1161616161617
onnx/onnxmltools,https://github.com/onnx/onnxmltools.git,0,2,1,0,0,0,0,0,0.0,0.0,0.0,0.0,621,32,117,194,7,74,6,0,4,12,1007,1.0,99.9374024767111,824.0,7.0,15.0,7.0,1.0,30.0,18.0,1.0,0.0,1.0,93.0,154.0,15.0,0.0,421.0,3.0,61.0,0.0,40.0,454.0,74.0,5.0,11962.0,2104.0,253.0,2409.0,2595.0,5.0,21754.0,45.0,3.0,0.4,13.4,0.0,2752.0,131.0,1.0,121.0,1.0,282.0,0.0,0.0,7.5,0.0,59.0,0.0,75.0,116.0,258.0,0.0,0.0,50.0,748.0,903.0,0.453058752271351,380,233,12129,The source code of this project has been organised into different modules in a way that shows the relationship between different files,https://github.com/onnx/onnxmltools/graphs/contributors shows there are multiple contributors,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well-maintained README and some of the functions in https://github.com/onnx/onnxmltools/blob/master/onnxmltools/convert/libsvm/convert.py and https://github.com/onnx/onnxmltools/blob/master/onnxmltools/utils/main.py have appropriate docstrings,https://github.com/onnx/onnxmltools/graphs/commit-activity shows that there have been significant amount of activties in the past few months consistently,"The project maintainers respond to issues, not so actively, as evidenced by https://github.com/onnx/onnxmltools/issues/405 and https://github.com/onnx/onnxmltools/issues/403",https://github.com/onnx/onnxmltools/blob/master/LICENSE,There are many files related to testing,5280.8519768563165,4374.393442622951
onnx/onnx-tensorflow,https://github.com/onnx/onnx-tensorflow.git,0,0,0,0,0,0,0,20,0.0,0.0,0.0,0.0,372,23,71,26,3,53,10,0,1,0,824,1.0,99.7937119258636,992.0,4.0,11.0,7.0,0.0,37.0,18.0,0.0,0.0,3.0,15.0,92.0,5.0,2.0,409.0,0.0,31.0,0.0,19.0,208.0,49.0,16.0,10411.0,2440.0,39.0,669.0,1583.0,11.0,15598.0,100.0,5.0,0.3,11.9,1.0,2568.0,36.0,5.0,99.0,1.0,218.0,1.0,0.0,11.2,29.0,32.0,2.0,51.0,92.0,53.0,0.0,0.0,26.0,557.0,1069.0,0.342558425584256,650,611,14215,The source code of this project has been organised into different modules in a way that shows the relationship between different files,https://github.com/onnx/onnx-tensorflow/graphs/contributors shows there are multiple contributors,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well-maintained README and most of the functions in https://github.com/nyu-mll/jiant/blob/master/jiant/modules/bow_sentence_encoder.py and https://github.com/nyu-mll/jiant/blob/master/jiant/modules/sentence_encoder.py and https://github.com/nyu-mll/jiant/blob/master/jiant/utils/serialize.py have appropriate docstrings,https://github.com/onnx/onnx-tensorflow/graphs/commit-activity shows there are some activities in the past few months,"The project maintainers respond to issues, not so actively, as evidenced by https://github.com/onnx/onnx-tensorflow/issues/695 and https://github.com/onnx/onnx-tensorflow/issues/691",https://github.com/onnx/onnx-tensorflow/blob/master/LICENSE,There are files related to testing,10987.588575560383,5725.057845263924
open-mmlab/mmfashion,https://github.com/open-mmlab/mmfashion.git,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,185,54,13,5,0,20,0,0,0,10,164,1.0,99.8378381152273,354.0,5.0,14.0,9.0,0.0,25.0,2.0,1.0,0.0,0.0,6.0,13.0,1.0,0.0,182.0,0.0,108.0,0.0,54.0,121.0,34.0,2.0,5863.0,1091.0,32.0,2905.0,651.0,5.0,9704.0,35.0,5.0,0.2,8.6,8.0,1141.0,169.0,2.0,51.0,1.0,161.0,8.0,0.0,6.8,5.0,6.0,3.0,37.0,48.0,31.0,0.0,0.0,6.0,310.0,410.0,0.430555555555556,463,232,9699,The source code of this project has been organised into different modules in a way that shows the relationship between different files,https://github.com/open-mmlab/mmfashion/graphs/contributors shows there are multiple contributors,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well-maintained README and some of the functions in https://github.com/open-mmlab/mmfashion/blob/master/mmfashion/core/evaluation/landmark_detect_eval.py and https://github.com/open-mmlab/mmfashion/blob/master/mmfashion/core/evaluation/attr_predict_demo.py have appropriate docstrings,https://github.com/open-mmlab/mmfashion/graphs/commit-activity shows there are some activities in the past few months,"The project maintainers respond to issues, not so actively, as evidenced by https://github.com/open-mmlab/mmfashion/issues/74 and https://github.com/open-mmlab/mmfashion/issues/72",https://github.com/open-mmlab/mmfashion/blob/master/LICENSE,there is no evidence of any testing done on the project.,8817.27272727274,6666.718403547681
